+-------------------------------------------------------------------------------------------------------------------------------------------------+--------------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+---------------------+-------------------------------------------------------------------------------------------------------------------------------------------------+
| resource_name                                                                                                                                   | id                                   | resource_status_reason                                                                                                                                                                                                                | resource_status    | event_time          | stack_name                                                                                                                                      |
| overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo-NodeAdminUserData-jyiieyl4ugwn                                                                    | 7e71806d-1fae-4c1f-9788-fa527edb76b3 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:00:40 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo-NodeAdminUserData-jyiieyl4ugwn                                                                    |
| NodeAdminUserData                                                                                                                               | a25a693f-6af6-4a7b-aa5d-7a26d4204df9 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:00:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| UserData                                                                                                                                        | 4ad504fc-744b-4142-9b62-28d8e4f7d9b4 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:00:41 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NodeAdminUserData                                                                                                                               | 5f2a6c4b-f8b2-4c82-9631-166fdc0f5ceb | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:00:41 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo                                                                                                   |
| userdata                                                                                                                                        | 4c1a3199-6157-4f5a-844e-a039798f3b57 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:00:41 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo-NodeUserData-tlushdkh4fiq                                                                         |
| overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo-NodeUserData-tlushdkh4fiq                                                                         | c147b0d6-3671-404f-810b-5a3aad3756ec | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:00:41 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo-NodeUserData-tlushdkh4fiq                                                                         |
| UserData                                                                                                                                        | e798628e-c051-41ef-8940-fc6f5d9569c3 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:00:42 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NodeUserData                                                                                                                                    | a364f081-7875-423c-b697-1ca2b5ca6150 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:00:42 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo                                                                                                   |
| UserData                                                                                                                                        | 6ebdc772-d6fd-4a50-9904-aa3e63d985d3 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:00:42 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo                                                                                                   |
| Controller                                                                                                                                      | 061ff289-bc6c-43a9-af20-6bcf006bb320 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:00:43 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| UserData                                                                                                                                        | ca0b363c-aab2-4dd9-aff8-662eb797e875 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:00:43 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo                                                                                                   |
| NovaCompute                                                                                                                                     | 7a638760-7cd7-42d6-a768-1b13e12c7c1e | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:00:43 | overcloud-Compute-hdrjnpo24tlp-0-r2pkfcta4ovo                                                                                                   |
| Controller                                                                                                                                      | bf8e26d6-7dd6-461c-a64b-e6af17170ff0 | ResourceInError: resources.Controller: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                               | CREATE_FAILED      | 2016-12-02T09:05:13 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | 5909e265-bce4-4719-b596-29d8aa3b8c9b | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:05:13 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | 09406d79-15ce-4703-8bcc-ac74376ce87a | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:05:14 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | f22d9b0a-4a3a-4103-9e31-f68c98fffb7e | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:05:17 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | 269f5523-78fe-47cd-91a3-87e1775aca59 | ResourceInError: resources.Controller: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                               | CREATE_FAILED      | 2016-12-02T09:05:20 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | 02c4ebbb-556a-4576-804b-101033322ac3 | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:05:20 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | c194dc08-6937-43ba-bf82-09999ff00b0a | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:05:22 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | 467206a7-fd86-456c-be5c-b6c5ada3bd4b | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:05:28 | overcloud-Controller-g4kmjtma7nda-1-jsp2k5up3xzl                                                                                                |
| Controller                                                                                                                                      | 8590cb45-a100-46be-bfe2-14071dbfffdc | ResourceInError: resources.Controller: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                               | CREATE_FAILED      | 2016-12-02T09:05:44 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | e3643802-95dc-4a96-a723-e2b760367419 | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:05:44 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | d231fea7-e128-403f-80ea-08a702b8612b | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:05:46 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | 7b7962ea-899a-4037-b3f5-e0c823e37877 | ResourceInError: resources.NovaCompute: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                              | CREATE_FAILED      | 2016-12-02T09:05:46 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | 188a9617-eeb3-436f-ba43-0f7ed3da0252 | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:05:46 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | e2f449e1-465f-4a9f-b030-a38a956708e2 | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:05:48 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | e8e7c29b-e17d-407e-bb74-5ab1682e49f9 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:05:49 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | b7ae0825-7089-47aa-a51e-b985e6325505 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:05:51 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | 0ad26d12-946c-4ec3-a3c3-fa30a8fb082c | ResourceInError: resources.Controller: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                               | CREATE_FAILED      | 2016-12-02T09:05:52 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | 9c1437fb-eda3-4320-aac1-2a74df239e0d | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:05:52 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | 24248dc2-c8af-4a11-94d6-df4ff8d62e36 | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:05:53 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | 791dab0c-5f57-4120-a592-737e3429087e | ResourceInError: resources.NovaCompute: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                              | CREATE_FAILED      | 2016-12-02T09:05:54 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | 81d4ac14-c9ba-4d06-a38c-ba8c93446261 | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:05:55 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | 088b0306-dca9-4b7f-a099-f7c0e15b8ab3 | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:05:56 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | c9e3aab5-6972-4842-abd9-9278f3226e25 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:05:59 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | 2849d7d2-6372-4eab-bbdc-04751e238609 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:06:01 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | 47422c7d-6773-4976-b3b6-356078eead83 | ResourceInError: resources.Controller: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                               | CREATE_FAILED      | 2016-12-02T09:06:02 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | bf8710e1-0c26-4cc1-9fc0-88a6b9e1cd71 | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:06:02 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | fb2ddb51-e529-49b7-9c8c-50bce30f6806 | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:06:04 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | d00fb8ba-af75-4c23-9852-f33117b03255 | ResourceInError: resources.NovaCompute: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                              | CREATE_FAILED      | 2016-12-02T09:06:04 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | 3137bf16-61d5-470d-bb70-96944dc8f5eb | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:06:04 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | 3f5ae0ca-d4d3-45da-b7c6-d9c4e74f1a1e | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:06:06 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | 2288f504-1984-47bb-b259-db42c3f37e25 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:06:14 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | 1463bc0b-87f2-429e-918a-d242e56a975e | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:06:16 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | 84ea7f8b-e415-4d81-b6a0-85176e113bea | ResourceInError: resources.Controller: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                               | CREATE_FAILED      | 2016-12-02T09:06:17 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | c6972bdb-4d58-46c2-991d-ad7405aac703 | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:06:17 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| Controller                                                                                                                                      | d1ef9c26-49e5-4b77-869d-8f7ecc8cbebd | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:06:18 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | c25fe204-b662-4f93-857a-67511f9d7171 | ResourceInError: resources.NovaCompute: Went to status ERROR due to "Message: No valid host was found. There are not enough hosts available., Code: 500"                                                                              | CREATE_FAILED      | 2016-12-02T09:06:18 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | d16e8ff7-c456-4fdc-a7ae-a0b9aee20b0b | state changed                                                                                                                                                                                                                         | DELETE_IN_PROGRESS | 2016-12-02T09:06:18 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| NovaCompute                                                                                                                                     | efdc22be-cf83-4480-9877-bd547bc979d6 | state changed                                                                                                                                                                                                                         | DELETE_COMPLETE    | 2016-12-02T09:06:20 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | d65d2798-5fbc-48d3-b756-6451956158cd | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:06:35 | overcloud-Controller-g4kmjtma7nda-2-cvu2mi4oyqkf                                                                                                |
| NovaCompute                                                                                                                                     | 842d6c82-a380-4a5b-9cd3-c67b282a808e | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:06:38 | overcloud-Compute-hdrjnpo24tlp-1-it23is2zsupi                                                                                                   |
| Controller                                                                                                                                      | d05fd60e-859e-4200-9f0f-b02cba9abae0 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:07:01 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| TenantPort                                                                                                                                      | f63223be-95fc-41c0-b445-213740888106 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:01 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| ExternalPort                                                                                                                                    | ce7e7989-b2cd-416d-b062-ffbbad675a4d | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:02 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-TenantPort-zdcjyzzd6547                                                                        | 885b506d-d29e-4bd9-8b1a-1b9ffd7a11b2 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:07:02 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-TenantPort-zdcjyzzd6547                                                                        |
| TenantPort                                                                                                                                      | 71708886-19cf-4a42-98a1-c3b2818d1780 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:02 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-TenantPort-zdcjyzzd6547                                                                        |
| StoragePort                                                                                                                                     | 70d3747f-60fe-4bee-a276-63b29bf7b0cd | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| InternalApiPort                                                                                                                                 | cb19c0ad-66c6-49e4-8fcf-ff34ed2aafa2 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-ExternalPort-yw2c6xa6qhn5                                                                      | 533ec0b5-0fc2-4af5-94a6-fc637bad32fb | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-ExternalPort-yw2c6xa6qhn5                                                                      |
| ExternalPort                                                                                                                                    | 5a1abf64-3426-4bbb-962c-7acb58d0ff19 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-ExternalPort-yw2c6xa6qhn5                                                                      |
| ExternalPort                                                                                                                                    | 9420819c-21b3-43bd-8709-bf5821e1953e | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-ExternalPort-yw2c6xa6qhn5                                                                      |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-ExternalPort-yw2c6xa6qhn5                                                                      | 7e335289-3f32-41ab-ac8e-2007a4f7426f | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-ExternalPort-yw2c6xa6qhn5                                                                      |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-StoragePort-6blmii2wu3tv                                                                       | 1a1e750c-5771-446b-b87f-4c9844c22b7f | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-StoragePort-6blmii2wu3tv                                                                       |
| StoragePort                                                                                                                                     | 493d6dae-41eb-4f13-957e-e34997e47719 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-StoragePort-6blmii2wu3tv                                                                       |
| TenantPort                                                                                                                                      | 00b874ee-6692-47d8-a809-c6368f165a29 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-TenantPort-zdcjyzzd6547                                                                        |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-TenantPort-zdcjyzzd6547                                                                        | 0544a680-5282-4207-a8fe-89d88ee17fca | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:07:03 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-TenantPort-zdcjyzzd6547                                                                        |
| StorageMgmtPort                                                                                                                                 | b641b3dc-ade7-4655-bfee-0e23ae117809 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| ManagementPort                                                                                                                                  | 4053c757-93ca-4db0-a0bb-536b6bdf2445 | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa                                                                                                |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-InternalApiPort-6f7hnrvrwb2b                                                                   | fb72203d-7f16-4562-b782-9ba89acc7a37 | Stack CREATE started                                                                                                                                                                                                                  | CREATE_IN_PROGRESS | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-InternalApiPort-6f7hnrvrwb2b                                                                   |
| InternalApiPort                                                                                                                                 | 313a03c8-9085-462d-a34b-6b417cb4c52a | state changed                                                                                                                                                                                                                         | CREATE_IN_PROGRESS | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-InternalApiPort-6f7hnrvrwb2b                                                                   |
| InternalApiPort                                                                                                                                 | 03e4232f-fc54-459d-9795-5ba2105b130e | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-InternalApiPort-6f7hnrvrwb2b                                                                   |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-InternalApiPort-6f7hnrvrwb2b                                                                   | 33aedceb-c8cf-435f-a379-358d35bac1f7 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-InternalApiPort-6f7hnrvrwb2b                                                                   |
| StoragePort                                                                                                                                     | 8a5c9334-395f-4116-95ec-52935241cae0 | state changed                                                                                                                                                                                                                         | CREATE_COMPLETE    | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-StoragePort-6blmii2wu3tv                                                                       |
| overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-StoragePort-6blmii2wu3tv                                                                       | 82154203-2044-43fa-8e4d-6e377ec44a38 | Stack CREATE completed successfully                                                                                                                                                                                                   | CREATE_COMPLETE    | 2016-12-02T09:07:04 | overcloud-Controller-g4kmjtma7nda-0-evmyupw5mxwa-StoragePort-6blmii2wu3tv                                                                       |
